100 1634
16 95 12
16 97 95
17 26 95
17 38 15
17 39 38
17 41 57
17 43 89
17 49 9
17 55 58
17 59 66
17 60 68
17 70 10
17 86 39
17 87 68
17 91 63
18 10 88
18 17 10
18 25 10
18 34 88
18 35 94
18 50 30
18 52 22
18 55 20
18 56 79
18 57 51
18 64 26
18 75 98
18 77 16
18 83 99
18 85 22
18 86 37
18 88 48
18 91 58
18 93 59
19 22 43
19 23 1
19 24 66
19 26 31
19 37 81
19 40 23
19 46 40
19 49 67
19 50 6
19 56 30
19 57 28
19 58 28
19 61 87
19 68 62
19 72 36
19 93 5
19 98 25
19 99 60
20 7 38
20 9 55
20 13 52
20 21 66
20 37 70
20 46 67
20 54 83
20 56 60
20 65 31
20 78 47
20 89 56
20 90 42
20 96 67
20 97 55
20 99 48
21 2 70
21 4 81
21 11 7
21 12 100
21 19 25
21 29 44
21 33 11
21 34 69
21 36 76
21 49 100
21 50 13
21 53 29
21 55 78
21 61 83
21 71 56
21 87 17
21 95 100
21 99 65
22 23 32
22 27 84
22 28 71
22 29 82
22 31 80
22 44 47
22 47 86
22 51 93
22 66 20
22 68 84
22 70 87
22 82 39
22 83 30
22 86 54
22 93 10
22 94 16
22 97 5
23 2 27
23 3 35
23 10 5
23 20 49
23 21 15
23 26 22
23 34 70
23 35 30
23 38 59
23 53 1
23 65 32
23 69 86
23 78 83
23 79 63
23 83 92
23 96 45
24 10 66
24 18 54
24 20 95
24 27 60
24 29 95
24 33 65
24 38 8
24 69 60
24 72 52
24 77 72
24 78 83
24 87 11
24 88 33
24 91 93
24 93 92
24 95 29
24 99 62
25 6 68
25 12 98
25 16 3
25 17 11
25 29 95
25 34 55
25 36 72
25 39 75
25 41 1
25 42 76
25 45 12
25 49 94
25 58 79
25 66 20
25 72 82
25 93 73
26 10 83
26 18 44
26 25 17
26 27 24
26 29 82
26 40 56
26 42 36
26 46 48
26 49 84
26 50 38
26 51 81
26 52 49
26 57 59
26 77 96
26 80 21
26 85 6
26 91 31
26 99 87
27 3 65
27 7 39
27 12 11
27 30 60
27 37 63
27 38 69
27 41 24
27 54 12
27 56 15
27 65 41
27 71 93
27 76 10
27 81 66
27 89 15
27 98 72
28 3 80
28 7 13
28 9 31
28 12 6
28 14 88
28 19 24
28 20 95
28 21 19
28 29 78
28 32 100
28 34 53
28 57 72
28 59 38
28 63 26
28 73 81
28 77 91
28 81 49
28 83 21
28 84 59
28 85 9
28 93 16
28 95 20
29 3 75
29 12 84
29 20 81
29 39 72
29 40 48
29 49 82
29 59 24
29 64 20
29 66 25
29 67 69
29 70 76
29 73 60
29 85 47
29 88 5
29 95 44
29 98 25
30 3 11
30 4 24
30 25 60
30 29 35
30 32 46
30 36 15
30 48 15
30 69 14
30 71 4
30 74 29
30 80 19
30 82 89
31 2 59
31 4 76
31 21 50
31 25 26
31 29 3
31 35 22
31 37 89
31 45 73
31 49 19
31 52 66
31 57 93
31 60 64
31 67 44
31 81 93
31 88 7
31 89 64
32 1 8
32 9 50
32 12 63
32 22 26
32 25 26
32 26 38
32 29 33
32 34 75
32 36 28
32 45 14
32 48 50
32 51 47
32 53 91
32 63 97
32 66 87
32 70 19
32 73 96
32 76 25
32 92 9
32 98 81
33 5 28
33 11 1
33 16 37
33 18 35
33 23 75
33 34 22
33 55 90
33 57 79
33 58 40
33 61 88
33 71 43
33 89 41
33 91 54
33 95 64
34 4 82
34 15 74
34 17 68
34 20 29
34 24 42
34 38 18
34 39 53
34 49 28
34 51 44
34 55 46
34 58 41
34 61 91
34 64 70
34 70 53
34 71 92
34 81 52
34 98 8
34 99 19
35 19 44
35 24 44
35 30 87
35 36 89
35 41 25
35 42 33
35 45 39
35 46 71
35 78 55
35 79 93
35 94 21
36 3 71
36 4 89
36 9 92
36 24 60
36 33 13
36 39 80
36 52 69
36 53 86
36 55 70
36 71 61
36 72 13
36 78 29
36 89 30
36 91 72
36 92 17
36 94 74
36 96 71
36 97 45
37 4 26
37 12 28
37 13 6
37 16 67
37 28 45
37 34 62
37 38 64
37 46 68
37 47 50
37 58 86
37 63 87
37 81 52
37 91 41
37 94 28
37 97 62
38 1 59
38 4 51
38 18 2
38 19 60
38 20 6
38 21 13
38 39 65
38 43 37
38 53 79
38 54 19
38 61 66
38 63 36
38 65 14
38 67 12
38 69 59
38 71 99
38 76 87
38 78 56
38 79 69
38 85 40
38 92 1
38 93 74
38 99 57
39 7 42
39 30 87
39 33 35
39 37 22
39 54 98
39 61 36
39 64 15
39 67 89
39 81 49
39 98 56
40 1 8
40 2 54
40 8 52
40 12 78
40 18 79
40 20 63
40 27 97
40 31 11
40 37 62
40 51 47
40 66 68
40 80 80
40 81 30
40 82 74
40 83 11
40 84 22
40 89 66
40 95 26
41 2 44
41 4 88
41 15 95
41 18 99
41 33 86
41 44 100
41 53 50
41 71 86
41 73 94
41 79 85
41 92 78
42 12 18
42 13 76
42 19 63
42 21 58
42 23 69
42 27 43
42 39 83
42 46 49
42 52 2
42 59 18
42 62 75
42 76 57
42 81 2
42 84 10
42 85 13
42 87 53
42 90 35
42 91 91
42 94 75
42 97 80
42 99 41
43 2 55
43 21 72
43 22 12
43 29 55
43 31 49
43 40 85
43 50 35
43 58 87
43 59 66
43 69 20
43 93 20
44 3 12
44 6 52
44 9 66
44 11 65
44 20 9
44 29 35
44 37 8
44 51 86
44 61 48
44 63 65
44 65 90
44 66 96
44 67 3
44 72 10
44 81 61
44 82 66
44 86 13
44 88 70
44 97 42
45 5 38
45 18 80
45 24 100
45 27 31
45 43 31
45 46 61
45 50 32
45 54 76
45 56 97
45 57 64
45 59 28
45 67 70
45 77 15
45 85 40
45 86 85
45 93 63
46 6 85
46 12 31
46 18 78
46 25 45
46 39 96
46 51 74
46 53 55
46 63 32
46 65 42
46 67 25
46 73 94
46 74 75
46 77 8
46 86 73
46 93 91
46 95 62
47 4 56
47 34 71
47 39 62
47 59 23
47 61 50
47 78 55
47 79 57
47 85 29
48 3 35
48 5 27
48 11 35
48 19 63
48 26 24
48 31 17
48 34 49
48 35 70
48 37 23
48 40 73
48 47 64
48 53 42
48 56 21
48 64 86
48 69 36
48 75 48
48 82 27
48 92 62
48 96 63
48 98 79
48 99 35
49 1 34
49 30 92
49 33 84
49 35 77
49 39 86
49 44 67
49 51 4
49 58 88
49 80 10
49 86 21
49 87 55
49 92 32
49 95 69
50 4 69
50 22 13
50 29 62
50 40 30
50 42 37
50 47 8
50 52 22
50 57 69
50 58 19
50 62 11
50 65 73
50 67 3
50 71 36
50 81 49
50 83 93
50 87 51
50 97 57
50 98 32
51 6 48
51 7 2
51 21 39
51 27 52
51 31 92
51 35 55
51 43 18
51 45 88
51 62 44
51 87 26
51 89 80
52 1 58
52 9 94
52 17 49
52 20 69
52 21 76
52 25 67
52 27 47
52 35 97
52 38 75
52 39 35
52 44 83
52 46 34
52 73 83
52 78 91
52 81 64
52 92 11
53 3 77
53 5 50
53 14 96
53 27 15
53 30 75
53 31 22
53 40 14
53 42 26
53 51 65
53 60 58
53 61 15
53 62 69
53 74 89
53 96 49
53 99 20
54 5 47
54 33 19
54 47 57
54 52 80
54 62 43
54 68 83
54 69 13
54 80 93
54 81 69
54 87 60
54 88 97
54 97 46
55 5 100
55 11 39
55 14 4
55 20 31
55 23 22
55 32 60
55 35 85
55 45 49
55 47 84
55 51 66
55 53 34
55 73 20
55 75 56
55 83 50
55 97 22
56 3 32
56 4 19
56 10 93
56 25 6
56 29 85
56 31 95
56 35 59
56 41 56
56 44 66
56 47 44
56 58 37
56 64 1
56 69 48
56 74 18
56 77 97
56 79 73
56 85 73
56 87 8
56 94 92
56 99 62
57 3 31
57 4 69
57 13 26
57 25 89
57 27 32
57 30 19
57 36 64
57 37 86
57 41 25
57 42 78
57 51 91
57 97 95
58 10 82
58 15 88
58 21 7
58 22 23
58 27 99
58 36 69
58 42 14
58 46 48
58 47 5
58 55 61
58 64 42
58 73 19
58 80 99
58 81 5
58 86 57
58 88 92
58 90 40
58 95 16
58 99 80
59 21 99
59 22 90
59 41 62
59 48 25
59 62 55
59 80 23
59 81 7
59 90 91
59 92 31
59 93 42
59 95 82
60 4 58
60 6 77
60 18 11
60 24 81
60 27 97
60 36 81
60 44 52
60 52 75
60 57 50
60 58 96
60 61 64
60 75 54
60 81 68
60 83 21
60 92 40
60 97 23
61 1 48
61 3 75
61 5 99
61 10 31
61 18 69
61 20 23
61 24 37
61 25 76
61 27 10
61 36 41
61 37 24
61 46 27
61 51 23
61 62 24
61 67 4
61 68 5
61 73 12
61 80 80
61 82 67
61 96 1
62 29 61
62 38 37
62 40 69
62 41 80
62 47 26
62 55 87
62 57 6
62 60 86
62 71 96
62 73 51
62 76 41
62 77 47
62 80 98
62 82 59
62 83 54
62 99 40
63 3 95
63 8 100
63 10 60
63 11 87
63 13 14
63 14 90
63 16 83
63 25 15
63 30 77
63 31 57
63 34 6
63 40 90
63 60 13
63 62 7
63 64 90
63 69 67
63 74 72
63 75 68
63 77 13
63 90 10
63 98 40
64 8 20
64 9 10
64 17 9
64 19 10
64 26 5
64 35 72
64 37 84
64 59 78
64 60 61
64 69 99
64 76 11
64 78 25
64 84 99
64 85 70
64 89 62
64 94 97
64 97 79
64 98 76
65 2 20
65 6 52
65 26 93
65 30 61
65 32 6
65 33 49
65 37 21
65 42 78
65 43 73
65 55 40
65 56 91
65 60 43
65 61 7
65 73 97
65 75 98
65 84 7
65 86 50
65 87 38
65 92 34
65 94 20
66 6 51
66 15 23
66 16 50
66 37 57
66 45 66
66 53 32
66 58 53
66 62 7
66 67 38
66 73 36
66 77 26
66 82 72
66 84 55
66 85 77
66 93 40
66 97 14
67 2 40
67 10 7
67 13 74
67 17 71
67 21 99
67 22 65
67 34 78
67 37 43
67 53 13
67 54 51
67 57 56
67 58 24
67 63 59
67 64 100
67 82 72
67 91 53
67 95 85
67 96 75
68 1 34
68 2 31
68 7 74
68 17 32
68 21 62
68 25 77
68 29 4
68 34 96
68 40 77
68 42 42
68 62 83
68 65 35
68 66 43
68 67 12
68 86 53
68 92 81
68 94 61
69 3 4
69 6 46
69 19 91
69 21 89
69 27 12
69 33 81
69 35 58
69 39 3
69 41 60
69 42 32
69 49 60
69 51 50
69 57 47
69 58 50
69 82 18
69 85 74
69 92 67
70 5 28
70 11 69
70 24 32
70 35 41
70 36 52
70 37 31
70 41 52
70 52 8
70 57 65
70 63 87
70 68 70
70 84 71
70 86 32
70 91 1
71 4 94
71 20 76
71 22 66
71 23 67
71 28 86
71 35 33
71 37 34
71 43 34
71 44 45
71 49 31
71 51 31
71 61 57
71 73 66
71 74 71
71 77 42
71 83 24
71 85 52
71 86 76
72 1 26
72 7 6
72 11 4
72 12 95
72 14 44
72 23 72
72 39 98
72 40 46
72 43 10
72 59 14
72 63 72
72 64 19
72 76 2
72 80 4
72 83 57
72 90 60
72 91 36
72 94 26
73 4 44
73 10 63
73 20 71
73 25 13
73 34 28
73 38 7
73 40 47
73 43 42
73 47 80
73 50 4
73 54 98
73 56 39
73 60 72
73 67 42
73 70 83
73 77 23
73 81 96
73 88 47
73 90 27
73 94 53
73 95 11
73 99 25
74 3 17
74 5 67
74 6 81
74 23 21
74 24 54
74 25 90
74 31 87
74 43 52
74 55 65
74 58 53
74 60 49
74 69 58
74 77 41
74 91 35
74 92 29
74 93 36
74 98 7
75 4 74
75 11 8
75 14 8
75 17 23
75 21 18
75 25 90
75 27 52
75 33 65
75 35 74
75 39 30
75 45 67
75 72 80
75 73 58
75 82 98
75 86 27
75 92 92
75 95 4
76 7 70
76 17 54
76 18 73
76 19 4
76 21 3
76 25 60
76 29 72
76 31 94
76 37 6
76 39 25
76 47 70
76 52 90
76 53 21
76 54 47
76 58 30
76 63 38
76 73 62
76 78 73
76 80 85
76 91 58
77 6 32
77 10 46
77 11 11
77 14 50
77 16 97
77 19 47
77 22 20
77 33 93
77 38 33
77 41 25
77 51 75
77 52 57
77 55 18
77 69 56
77 70 21
77 81 77
77 93 82
77 96 53
77 99 52
78 1 38
78 3 13
78 6 65
78 11 82
78 15 96
78 33 38
78 34 30
78 43 38
78 49 77
78 55 91
78 59 17
78 72 10
78 87 75
79 1 6
79 4 82
79 10 54
79 11 29
79 17 52
79 21 82
79 28 46
79 31 15
79 34 53
79 48 26
79 50 46
79 54 95
79 62 92
79 63 16
79 68 21
79 73 39
79 74 51
79 86 50
79 91 28
79 94 99
79 97 38
80 7 81
80 8 89
80 11 55
80 15 40
80 17 74
80 22 49
80 43 63
80 47 62
80 50 39
80 52 7
80 67 41
80 77 65
80 82 77
80 84 74
80 87 42
80 91 1
80 92 30
80 99 53
81 13 53
81 17 80
81 22 43
81 25 3
81 29 22
81 36 3
81 43 12
81 47 8
81 70 50
81 71 34
81 82 10
81 86 2
81 98 83
81 99 66
82 1 51
82 8 17
82 18 95
82 29 52
82 35 58
82 36 5
82 41 67
82 43 69
82 54 46
82 59 56
82 63 77
82 72 34
82 74 32
82 78 20
82 84 85
82 85 82
83 1 87
83 32 34
83 44 12
83 45 71
83 49 36
83 56 71
83 57 43
83 68 96
83 69 90
83 74 67
83 75 74
83 79 46
83 84 97
83 98 26
84 3 42
84 4 14
84 21 71
84 35 74
84 41 67
84 51 84
84 57 30
84 59 39
84 61 18
84 71 68
84 74 83
84 78 29
84 87 68
84 88 12
85 17 67
85 25 80
85 36 7
85 48 83
85 50 47
85 58 49
85 62 21
85 65 66
85 67 48
85 77 43
85 78 67
85 79 9
85 83 37
85 84 85
85 89 3
85 94 4
86 5 48
86 10 62
86 20 47
86 29 45
86 34 37
86 42 67
86 47 66
86 51 57
86 54 94
86 55 81
86 59 3
86 83 75
87 1 38
87 4 71
87 7 90
87 13 86
87 18 72
87 26 48
87 27 25
87 43 1
87 44 41
87 57 63
87 58 68
87 59 91
87 61 59
87 62 41
87 67 50
87 69 98
87 73 53
87 75 11
87 86 4
87 95 89
87 96 81
88 8 93
88 9 72
88 11 3
88 16 31
88 17 36
88 40 86
88 45 36
88 60 26
88 61 77
88 62 1
88 68 55
88 77 85
88 81 77
88 87 83
89 3 61
89 5 76
89 7 90
89 12 22
89 18 67
89 21 29
89 34 94
89 38 60
89 43 17
89 49 3
89 57 64
89 58 45
89 59 76
89 68 100
89 74 9
89 78 80
89 83 18
89 92 73
89 97 41
90 14 70
90 19 92
90 26 2
90 34 83
90 35 8
90 44 74
90 51 70
90 52 22
90 57 47
90 64 52
90 67 15
90 76 3
90 78 8
90 80 70
90 86 56
90 88 55
90 95 20
91 2 32
91 15 93
91 19 89
91 21 54
91 32 37
91 38 29
91 45 62
91 77 55
91 78 52
91 86 21
91 90 100
91 92 16
91 94 86
91 97 77
92 2 33
92 5 18
92 6 57
92 16 6
92 20 45
92 25 71
92 28 1
92 31 98
92 33 53
92 35 24
92 37 49
92 43 32
92 53 61
92 55 76
92 58 84
92 61 54
92 66 20
92 70 6
92 73 36
92 77 54
92 78 85
92 81 1
92 93 49
92 96 58
92 99 49
93 5 9
93 6 74
93 7 70
93 13 92
93 33 25
93 40 45
93 44 35
93 48 23
93 53 75
93 69 84
93 72 36
93 96 56
94 8 43
94 14 38
94 16 11
94 18 14
94 27 95
94 30 52
94 33 70
94 39 37
94 43 37
94 45 55
94 50 91
94 77 67
94 78 9
94 99 93
95 1 94
95 10 27
95 22 2
95 32 1
95 38 38
95 48 87
95 51 18
95 55 43
95 56 65
95 68 6
95 71 75
95 72 89
95 82 99
95 86 28
95 88 51
96 2 38
96 7 94
96 10 37
96 12 49
96 14 83
96 17 85
96 18 72
96 19 9
96 22 63
96 24 84
96 28 12
96 32 47
96 42 22
96 46 40
96 50 62
96 58 70
96 60 34
96 64 62
96 66 76
96 70 3
96 73 30
96 76 62
96 79 92
96 81 70
96 84 7
96 86 6
96 88 11
96 94 100
97 5 21
97 6 88
97 17 24
97 19 38
97 28 71
97 38 24
97 46 96
97 48 33
97 49 57
97 58 51
97 72 8
97 75 97
97 77 5
97 85 11
97 93 75
97 96 63
98 6 62
98 8 51
98 11 64
98 12 43
98 20 45
98 33 92
98 38 27
98 41 19
98 46 98
98 53 98
98 54 77
98 56 55
98 60 97
98 66 91
98 67 66
98 68 9
98 69 85
98 78 74
98 87 64
98 99 29
