2500 122516
6 1335 1251
6 1412 695
6 1480 1451
6 1541 932
6 1572 180
6 1583 312
6 1647 1384
6 1687 1175
6 1721 773
6 1771 1278
6 1788 759
6 1789 2188
6 1793 534
6 1824 8
6 1831 1804
6 1986 917
6 2042 2148
6 2226 1609
6 2240 1568
6 2245 983
6 2247 2094
6 2271 2122
6 2482 1998
6 2483 975
7 27 1027
7 45 1657
7 53 462
7 88 1648
7 151 1560
7 229 229
7 289 1348
7 300 2101
7 317 1059
7 331 1282
7 353 337
7 473 996
7 541 209
7 553 2190
7 571 49
7 575 2455
7 673 1928
7 718 2181
7 727 728
7 763 1020
7 896 1281
7 988 1829
7 1036 1225
7 1101 44
7 1144 706
7 1168 399
7 1192 349
7 1206 443
7 1267 1715
7 1280 1345
7 1401 915
7 1421 289
7 1448 1496
7 1605 58
7 1652 1889
7 1667 1510
7 1744 39
7 1847 2169
7 1891 281
7 1991 1956
7 2008 2378
7 2019 2245
7 2056 222
7 2119 1185
7 2122 1635
7 2219 137
7 2298 2492
7 2302 546
7 2352 770
7 2357 1872
7 2463 569
8 54 1538
8 131 1332
8 178 159
8 181 2198
8 194 44
8 211 1518
8 222 1922
8 229 732
8 270 1316
8 406 1140
8 420 54
8 494 2487
8 517 1558
8 527 1604
8 538 794
8 541 205
8 655 1482
8 671 1540
8 748 1633
8 815 1555
8 873 2024
8 881 257
8 903 3
8 914 457
8 953 474
8 1002 186
8 1065 454
8 1073 507
8 1121 1402
8 1127 51
8 1177 477
8 1280 915
8 1302 337
8 1319 1810
8 1393 667
8 1410 910
8 1468 1341
8 1483 773
8 1492 1316
8 1510 2447
8 1747 2020
8 1798 2040
8 1813 196
8 1860 1414
8 1954 1899
8 1957 1537
8 2047 884
8 2062 69
8 2138 1887
8 2148 352
8 2159 1679
8 2182 330
8 2183 1035
8 2210 1765
8 2273 1402
8 2292 2347
8 2312 701
8 2326 1880
8 2333 1344
8 2336 256
8 2349 1751
8 2369 870
8 2407 1554
8 2443 760
8 2450 1326
8 2473 1446
9 8 412
9 34 2402
9 183 661
9 314 563
9 411 680
9 415 267
9 416 824
9 477 272
9 559 1819
9 622 1269
9 664 1177
9 666 43
9 808 2181
9 811 1167
9 899 1008
9 925 823
9 992 1502
9 996 43
9 1071 2473
9 1088 1209
9 1104 1254
9 1118 2062
9 1136 1156
9 1143 1405
9 1161 1695
9 1184 2104
9 1285 2261
9 1286 879
9 1312 567
9 1366 1771
9 1469 1399
9 1488 446
9 1495 100
9 1507 2359
9 1540 942
9 1638 52
9 1650 2286
9 1732 1035
9 1790 50
9 1811 207
9 1823 1028
9 1915 5
9 1938 1074
9 1973 199
9 2057 2054
9 2123 2476
9 2177 2329
9 2241 2314
9 2261 1995
9 2329 1386
9 2358 478
9 2416 1201
9 2454 2295
10 30 2337
10 122 1930
10 271 1511
10 349 1219
10 363 239
10 411 1118
10 430 1579
10 457 621
10 527 1529
10 553 331
10 629 2403
10 660 1795
10 680 2398
10 831 285
10 917 853
10 933 2190
10 949 243
10 1068 685
10 1087 1368
10 1105 237
10 1161 842
10 1170 1606
10 1221 1580
10 1496 1036
10 1509 220
10 1544 517
10 1590 226
10 1675 747
10 1683 188
10 1941 2259
10 1956 1799
10 2101 857
10 2137 775
10 2187 147
10 2195 1643
10 2283 2241
10 2292 1362
10 2331 128
10 2358 942
10 2382 1039
10 2438 1028
11 8 1608
11 106 1299
11 119 638
11 160 1876
11 214 841
11 274 1441
11 289 1070
11 304 2366
11 311 2306
11 444 1870
11 467 928
11 548 1084
11 598 419
11 619 1934
11 663 1059
11 730 141
11 733 1082
11 767 2338
11 774 1176
11 1271 1112
11 1402 614
11 1560 766
11 1586 1193
11 1718 1318
11 1732 671
11 1733 1509
11 1762 2133
11 1810 2408
11 1857 2063
11 2056 1547
11 2061 897
11 2102 1540
11 2109 2490
11 2133 212
11 2166 1522
11 2216 217
11 2288 1139
11 2329 2171
11 2368 345
11 2405 1440
11 2410 133
11 2416 79
12 65 2182
12 215 2149
12 235 2199
12 308 951
12 337 1920
12 359 966
12 392 64
12 404 837
12 417 2175
12 461 2256
12 557 1760
12 562 1330
12 605 2000
12 658 1773
12 711 613
12 763 118
12 776 1814
12 891 821
12 1069 144
12 1080 870
12 1105 618
12 1178 1270
12 1185 2193
12 1205 1720
12 1214 1687
12 1246 511
12 1277 456
12 1278 1986
12 1316 2138
12 1344 27
12 1449 1673
12 1502 2027
12 1511 1777
12 1515 2321
12 1517 942
12 1520 1711
12 1531 1639
12 1658 87
12 1713 2195
12 1724 2228
12 1727 1839
12 1730 1685
12 1864 2477
12 1914 1786
12 1932 1189
12 1943 52
12 1967 2161
12 1978 797
12 2003 1439
12 2065 1715
12 2127 1065
12 2138 2007
12 2156 780
12 2216 2410
12 2225 1849
12 2319 934
12 2443 1603
13 41 152
13 102 818
13 112 79
13 168 1691
13 174 1450
13 198 1303
13 204 785
13 209 696
13 276 2074
13 373 1043
13 423 1838
13 429 1891
13 453 136
13 477 392
13 479 70
13 562 1677
13 662 1224
13 673 1569
13 736 895
13 762 1754
13 823 667
13 864 1517
13 949 749
13 1027 487
13 1040 403
13 1073 874
13 1097 2368
13 1102 1892
13 1156 2224
13 1160 1562
13 1241 631
13 1454 2429
13 1514 830
13 1522 219
13 1545 979
13 1631 1018
13 1688 294
13 1833 2054
13 1879 1471
13 1885 1258
13 1903 265
13 1950 2202
13 1961 1619
13 2012 697
13 2017 2167
13 2037 1079
13 2082 1519
13 2122 829
13 2147 994
13 2180 578
13 2371 153
13 2414 2356
13 2444 854
13 2474 898
13 2478 1837
13 2493 1756
14 12 531
14 16 1627
14 46 2068
14 53 1803
14 59 2496
14 67 2332
14 106 510
14 150 83
14 221 2309
14 288 937
14 296 1764
14 341 1196
14 398 897
14 532 259
14 550 1727
14 700 271
14 712 2092
14 797 525
14 818 1412
14 874 81
14 906 461
14 947 1844
14 1035 605
14 1209 2368
14 1222 1008
14 1263 803
14 1352 865
14 1356 1393
14 1363 2412
14 1366 607
14 1390 2446
14 1472 2220
14 1491 805
14 1612 792
14 1627 389
14 1824 2323
14 1834 1556
14 1901 530
14 2030 455
14 2041 2196
14 2099 2226
14 2157 1301
14 2244 2175
14 2349 945
14 2357 423
14 2403 989
14 2430 1179
14 2458 1304
15 155 295
15 230 1866
15 252 1755
15 338 1470
15 441 2031
15 503 2446
15 535 1946
15 554 438
15 571 1372
15 636 1213
15 652 347
15 844 122
15 868 186
15 1048 246
15 1055 1483
15 1118 1925
15 1126 1283
15 1200 108
15 1206 204
15 1249 2230
15 1443 676
15 1455 692
15 1462 235
15 1560 2466
15 1565 2321
15 1592 1386
15 1702 1040
15 1707 363
15 1744 2039
15 1750 1807
15 1760 1573
15 1905 512
15 1949 2127
15 1971 2289
15 2023 2352
15 2034 833
15 2070 538
15 2076 2347
15 2214 563
15 2273 1502
15 2293 2150
15 2347 470
15 2380 1563
15 2392 2003
15 2393 2308
15 2440 652
15 2468 1113
16 45 1917
16 56 594
16 124 2482
16 172 536
16 226 92
16 282 2359
16 290 264
16 334 1478
16 417 1146
16 477 378
16 556 454
16 680 1749
16 709 96
16 815 1833
16 853 526
16 930 2301
16 1008 989
16 1118 662
16 1274 698
16 1278 717
16 1285 827
16 1294 1909
16 1303 1246
16 1313 2306
16 1330 1158
16 1335 1255
16 1402 1739
16 1445 1213
16 1529 2272
16 1534 1217
16 1584 711
16 1636 394
16 1642 1822
16 1752 1884
16 1883 1818
16 1887 241
16 1905 2130
16 2061 1934
16 2095 1890
16 2105 650
16 2243 1721
16 2318 1791
16 2424 1850
16 2474 1763
16 2479 925
17 32 1805
17 38 1154
17 59 2245
17 199 1414
17 213 578
17 261 2402
17 279 1682
17 281 1499
17 300 223
17 336 2301
17 430 1458
17 454 649
17 523 2344
17 574 2199
17 602 1415
17 721 1394
17 864 1046
17 911 257
17 993 1014
17 1024 2043
17 1090 343
17 1159 15
17 1205 1233
17 1222 2156
17 1270 191
17 1324 807
17 1349 156
17 1420 702
17 1479 1515
17 1520 1122
17 1559 277
17 1566 1839
17 1647 426
17 1729 866
17 1735 706
17 1740 384
17 1761 691
17 1799 2220
17 1910 544
17 2017 2115
17 2020 1
17 2041 1378
17 2247 839
17 2260 1905
17 2275 882
17 2342 2039
17 2436 2401
17 2443 320
17 2462 1738
17 2473 895
17 2497 1586
18 157 1522
18 198 936
18 337 2399
18 340 2109
18 402 440
18 505 644
18 543 1128
18 561 1258
18 840 86
18 848 1026
18 968 411
18 1001 690
18 1005 1120
18 1163 2136
18 1237 918
18 1261 689
18 1307 1397
18 1323 456
18 1383 717
18 1395 2373
18 1438 19
18 1441 939
18 1455 1933
18 1486 1293
18 1510 1537
18 1657 2477
18 1677 284
18 1723 1403
18 1763 2027
18 1892 2090
18 1922 302
18 1968 990
18 2079 2184
18 2153 356
18 2161 1688
18 2180 458
18 2273 804
18 2320 1972
18 2395 16
18 2467 422
19 114 1906
19 127 2127
19 150 1037
19 171 1344
19 247 2290
19 248 1091
19 357 71
19 406 14
19 428 994
19 432 442
19 461 1487
19 464 1599
19 610 1946
19 623 850
19 662 360
19 731 1928
19 789 1408
19 805 420
19 897 1678
19 914 1201
19 918 7
19 964 1939
19 993 1139
19 1025 1434
19 1092 1965
19 1128 1997
19 1147 643
19 1150 2116
19 1187 23
19 1228 2189
19 1371 797
19 1435 1118
19 1490 2341
19 1502 38
19 1520 113
19 1533 661
19 1536 453
19 1590 1066
19 1603 598
19 1696 1469
19 1703 1339
19 1729 2241
19 1754 2435
19 1784 1307
19 1891 927
19 1913 2268
19 1944 183
19 1960 376
19 1962 1189
19 1966 1236
19 1977 385
19 1978 395
19 1982 1490
19 2011 429
19 2041 974
19 2129 1626
19 2182 1631
19 2183 1302
19 2187 2316
19 2188 685
19 2197 1469
19 2290 557
19 2354 1498
19 2373 2365
19 2379 1630
19 2386 1569
19 2391 1398
19 2422 352
20 71 2010
20 101 2086
20 107 1633
20 113 911
20 123 1463
20 303 2426
20 311 894
20 327 555
20 395 2033
20 402 827
20 411 1969
20 428 1636
20 452 1024
20 485 1840
20 494 1478
20 498 641
20 503 2283
20 504 1794
20 526 856
20 529 1487
20 530 446
20 536 611
20 623 1825
20 671 529
20 698 72
20 771 1235
20 860 1038
20 865 1278
20 884 645
20 962 947
20 972 910
20 978 2019
20 1157 1162
20 1312 1669
20 1322 892
20 1368 766
20 1408 378
20 1524 1182
20 1614 917
20 1643 801
20 1732 879
20 1763 1260
20 1830 927
20 1846 717
20 1859 1309
20 1913 1263
20 2065 1389
20 2118 757
20 2201 1897
20 2236 563
20 2312 1485
20 2385 2119
20 2427 2093
20 2493 962
21 78 625
21 172 1686
21 211 2039
21 316 161
21 333 325
21 415 213
21 452 64
21 498 2223
21 518 2033
21 542 1753
21 553 2194
21 562 713
21 617 1970
21 670 2225
21 694 1117
21 697 2395
21 708 576
21 851 948
21 968 2117
21 1068 1889
21 1217 1773
21 1229 2216
21 1232 1642
21 1253 1067
21 1295 1790
21 1313 1736
21 1435 1922
21 1451 2231
21 1457 1682
21 1463 1862
21 1471 2036
21 1552 1652
21 1574 567
21 1610 591
21 1647 1400
21 1728 1736
21 1735 589
21 1763 1531
21 1982 847
21 1993 1549
21 2093 1675
21 2166 717
21 2179 2404
21 2252 409
21 2356 1823
21 2409 623
22 9 1540
22 269 308
22 331 2303
22 340 755
22 367 274
22 385 1993
22 431 172
22 460 2216
22 588 56
22 665 2033
22 901 1369
22 977 1443
22 989 1996
22 1005 1106
22 1024 2405
22 1059 798
22 1169 345
22 1192 1634
22 1193 1470
22 1240 912
22 1252 1970
22 1273 2227
22 1304 1914
22 1317 431
22 1414 227
22 1422 2358
22 1425 1535
22 1439 2391
22 1449 946
22 1455 565
22 1461 43
22 1479 2253
22 1516 1176
22 1527 644
22 1530 117
22 1539 1632
22 1554 1211
22 1556 640
22 1557 2289
22 1567 1722
22 1579 1175
22 1583 608
22 1611 993
22 1628 822
22 1671 122
22 1689 1286
22 1716 148
22 1759 1593
22 1870 861
22 1900 1109
22 1944 1498
22 1953 1085
22 1966 75
22 2080 1151
22 2092 2194
22 2341 1696
22 2347 420
22 2363 52
22 2459 479
23 32 596
23 64 1675
23 67 1455
23 159 1297
23 170 2264
23 173 1936
23 281 814
23 293 978
23 308 359
23 313 1466
23 318 215
23 323 1730
23 347 1105
23 438 1758
23 535 2430
23 542 1128
23 554 882
23 738 464
23 941 815
23 943 1880
23 980 2331
23 995 1216
23 1110 533
23 1145 2168
23 1279 2431
23 1395 1802
23 1466 1399
23 1473 1794
23 1492 725
23 1500 1977
23 1504 108
23 1505 781
23 1544 1108
23 1559 1109
23 1647 1940
23 1722 1707
23 1723 319
23 1804 2472
23 1928 1084
23 1948 1258
23 1959 229
23 2029 1578
23 2037 528
23 2039 1149
23 2153 416
23 2198 1652
23 2349 1139
23 2407 645
23 2440 1365
23 2447 1923
23 2452 435
23 2461 2294
24 51 836
24 95 1319
24 122 776
24 184 694
24 190 619
24 270 448
24 324 1504
24 384 1060
24 410 1689
24 417 1460
24 536 39
24 612 2150
24 628 2292
24 645 2476
24 795 1518
24 851 638
24 855 484
24 958 1668
24 993 1186
24 1086 1155
24 1087 100
24 1092 421
24 1166 1909
24 1195 1138
24 1616 1455
24 1670 2231
24 1767 296
24 1778 1463
24 1823 483
24 1929 2303
24 1930 1341
24 1963 2021
24 2052 2264
24 2057 613
24 2106 1436
24 2436 2484
24 2444 285
24 2480 2354
25 32 1991
25 67 1716
25 118 1810
25 146 560
25 331 582
25 670 1290
25 731 1533
25 780 1774
25 818 133
25 915 347
25 956 46
25 975 496
25 990 641
25 1131 1687
25 1176 1838
25 1201 1623
25 1227 71
25 1297 1169
25 1354 577
25 1411 2485
25 1417 32
25 1511 1771
25 1531 811
25 1548 1548
25 1589 1561
25 1641 2141
25 1678 273
25 1714 1687
25 1887 1251
25 1916 2084
25 2001 2254
25 2022 1732
25 2112 690
25 2119 1574
25 2130 1530
25 2139 592
25 2145 412
25 2149 2298
25 2165 1728
25 2185 1408
25 2215 709
25 2272 2036
25 2396 1507
25 2439 2111
25 2468 1885
26 64 1226
26 65 2475
26 79 1488
26 122 1826
26 213 596
26 224 2296
26 238 2277
26 344 473
26 370 1798
26 500 340
26 548 1356
26 564 2412
26 565 2177
26 630 348
26 694 676
26 705 1980
26 731 1093
26 736 754
26 780 1929
26 817 2037
26 851 1355
26 942 2124
26 1028 317
26 1175 89
26 1194 1530
26 1275 426
26 1472 978
26 1486 2414
26 1509 267
26 1523 2436
26 1655 1890
26 1888 1228
26 1944 927
26 1961 2073
26 1970 1163
26 2102 2500
26 2106 1838
26 2138 2458
26 2336 193
26 2340 1607
26 2446 2106
26 2455 1968
26 2492 1371
27 52 1474
27 93 1829
27 155 1969
27 190 539
27 200 2432
27 248 653
27 278 653
27 319 791
27 397 447
27 420 750
27 469 548
27 642 1288
27 651 1072
27 667 1887
27 698 1015
27 747 1909
27 791 2440
27 834 1191
27 903 668
27 965 2010
27 993 999
27 1017 781
27 1059 1150
27 1076 599
27 1108 1924
27 1129 850
27 1168 544
27 1199 1544
27 1216 443
27 1232 388
27 1349 983
27 1398 1300
27 1401 2352
27 1479 1038
27 1500 838
27 1598 668
27 1613 1872
27 1632 37
27 1826 98
27 1834 473
27 1840 2500
27 1863 1475
27 2071 1687
27 2074 1819
27 2079 649
27 2167 999
27 2190 186
27 2356 911
27 2383 911
27 2425 1742
27 2443 1213
28 125 1407
28 126 1792
28 133 1940
28 138 435
28 237 1211
28 295 1358
28 337 1909
28 342 1301
28 348 1072
28 625 808
28 693 938
28 753 2379
28 902 370
28 956 334
28 1015 120
28 1036 39
28 1039 608
28 1044 686
28 1083 39
28 1183 2479
28 1185 2057
28 1230 679
28 1355 943
28 1401 216
28 1443 18
28 1504 1348
28 1522 1762
28 1577 1616
28 1626 775
28 1865 2186
28 1869 200
28 1977 1001
28 2104 1352
28 2250 756
28 2266 836
28 2399 1249
28 2417 131
28 2443 60
28 2461 2116
29 45 679
29 85 1193
29 198 1488
29 266 1933
29 289 2202
29 318 2212
29 319 541
29 329 982
29 390 1110
29 416 2200
29 476 2003
29 563 2224
29 582 798
29 604 752
29 814 2193
29 856 2271
29 892 1480
29 895 819
29 915 2071
29 1011 1533
29 1077 1765
29 1126 1983
29 1264 694
29 1279 581
29 1298 2232
29 1495 1060
29 1529 247
29 1574 1669
29 1596 818
29 1621 1463
29 1632 322
29 1643 217
29 1652 2290
29 1787 1360
29 1788 344
29 1830 472
29 1881 1658
29 1938 2329
29 1974 617
29 1994 431
29 2144 947
29 2148 450
29 2169 1067
29 2199 1745
29 2224 2019
29 2235 883
29 2303 2027
29 2330 644
29 2360 2115
29 2450 108
30 71 844
30 80 509
30 85 2416
30 137 236
30 220 1597
30 257 383
30 312 367
30 336 352
30 409 1624
30 448 1670
30 490 633
30 613 1803
30 629 1621
30 703 377
30 732 1974
30 745 1427
30 808 420
30 841 735
30 862 1379
30 945 2397
30 957 2404
30 972 1987
30 1299 357
30 1357 778
30 1437 1931
30 1439 498
30 1453 1226
30 1527 2307
30 1569 2084
30 1610 839
30 1635 2098
30 1767 848
30 1784 455
30 1863 1662
30 1873 1931
30 1892 1557
30 1959 1069
30 2087 1245
30 2096 332
30 2100 1336
30 2102 709
30 2155 1542
30 2159 2381
30 2226 322
30 2228 2481
30 2293 2351
30 2381 2313
30 2409 1925
30 2470 1660
31 37 2048
31 58 1092
31 173 128
31 317 1203
31 479 2323
31 551 319
31 605 35
31 650 2242
31 673 524
31 685 1167
31 726 995
31 799 2064
31 815 1901
31 829 1057
31 838 436
31 891 1637
31 909 1418
31 971 1796
31 1000 218
31 1016 216
31 1065 110
31 1082 258
31 1128 1366
31 1136 1957
31 1156 1252
31 1257 1520
31 1306 2138
31 1372 400
31 1565 1226
31 1589 86
31 1606 2291
31 1607 1572
31 1649 655
31 1693 2275
31 1708 1353
31 1770 1712
31 1919 821
31 1984 2480
31 2016 862
31 2020 1629
31 2022 1109
31 2028 1836
31 2073 1756
31 2078 17
31 2122 1113
31 2180 2387
31 2209 1923
31 2218 129
31 2268 1378
31 2322 1031
31 2339 17
31 2352 28
31 2357 919
31 2384 2097
31 2391 2026
31 2449 1888
31 2463 797
32 86 2188
32 167 145
32 171 1422
32 184 2376
32 244 1545
32 324 2286
32 370 1126
32 443 1627
32 486 651
32 493 2384
32 500 1581
32 618 1803
32 642 2189
32 711 2304
32 840 2348
32 841 1933
32 895 2281
32 922 1251
32 954 1189
32 1024 1097
32 1092 570
32 1112 503
32 1186 1716
32 1232 709
32 1243 1085
32 1453 687
32 1502 1970
32 1572 1014
32 1574 1158
32 1613 517
32 1701 1820
32 1704 423
32 1734 1478
32 1774 1357
32 1784 1674
32 1802 2001
32 1867 2321
32 1887 2065
32 1937 2490
32 1950 708
32 1972 551
32 1990 432
32 2014 46
32 2042 1917
32 2101 2170
32 2149 1502
32 2183 341
32 2216 1940
32 2281 1316
32 2288 2474
32 2336 1331
32 2452 1385
33 23 1484
33 86 1995
33 91 2123
33 140 1280
33 185 1254
33 213 2376
33 230 2280
33 246 517
33 324 2182
33 411 46
33 461 2490
33 526 1323
33 530 1026
33 536 1104
33 590 695
33 607 2244
33 627 672
33 628 1161
33 643 78
33 654 380
33 677 1600
33 686 767
33 720 966
33 799 513
33 822 337
33 827 928
33 841 2027
33 871 491
33 934 1841
33 939 1545
33 945 1546
33 1067 365
33 1078 1355
33 1087 1945
33 1174 1373
33 1196 94
33 1263 793
33 1291 53
33 1304 284
33 1372 1499
33 1411 1403
33 1427 2140
33 1452 2247
33 1468 1065
33 1593 1187
33 1637 630
33 1646 146
33 1712 1701
33 1751 1766
33 1775 2329
33 1811 902
33 1813 2087
33 1839 1734
33 1840 382
33 1850 1432
33 1888 1726
33 1893 192
33 1964 1707
33 1966 1901
33 2050 1923
33 2071 212
33 2158 929
33 2171 2419
33 2192 439
33 2218 561
33 2224 1092
33 2250 1045
33 2305 263
33 2315 1543
33 2388 2486
33 2397 2159
33 2446 1026
33 2460 1065
33 2488 1004
34 30 2000
34 67 2280
34 210 2045
34 256 452
34 274 1181
34 293 448
34 334 1961
34 421 2315
34 494 2310
34 502 2368
34 505 226
34 543 1704
34 634 1295
34 646 594
34 649 660
34 674 102
34 685 1614
34 687 164
34 747 121
34 872 1936
34 966 10
34 977 1185
34 1001 2078
34 1047 1076
34 1070 122
34 1135 1319
34 1143 1836
34 1295 1596
34 1462 2098
34 1491 1507
34 1522 2302
34 1575 2329
34 1578 585
34 1640 714
34 1671 2223
34 1700 320
34 1730 1547
34 1806 1842
34 1815 1570
34 2078 459
34 2182 1498
34 2190 2476
34 2322 2374
34 2463 1358
35 28 1292
35 36 389
35 42 933
35 86 1674
35 159 667
35 201 43
35 275 278
35 377 1376
35 408 666
35 579 1557
35 659 2097
35 694 840
35 704 758
35 745 1237
35 748 500
35 751 794
35 810 43
35 845 1022
35 861 521
35 913 1750
35 1002 1952
35 1135 1726
35 1182 431
35 1206 1096
35 1211 495
35 1248 229
35 1283 1014
35 1300 229
35 1311 1665
35 1325 1334
35 1624 2154
35 1671 2409
35 1757 1118
35 1991 552
35 1997 1804
35 2010 1768
35 2098 393
35 2279 502
35 2339 2172
35 2363 199
36 216 1407
36 266 2349
36 333 226
36 618 1726
36 669 549
36 804 1055
36 850 754
36 863 664
36 914 753
36 928 1743
36 996 1417
36 1096 1108
36 1115 1340
36 1151 1442
36 1156 2346
36 1163 51
36 1205 904
36 1282 931
36 1306 52
36 1340 243
36 1479 315
36 1496 1488
36 1515 1572
36 1530 696
36 1700 2210
36 1719 232
36 1741 1800
36 1744 278
36 1750 1107
36 1772 72
36 1851 247
36 1901 289
36 1932 1741
36 1950 1851
36 1954 1196
36 1996 2259
36 2003 1656
36 2022 1008
36 2048 2049
36 2132 196
36 2164 1420
36 2308 1069
36 2324 2469
36 2489 1554
37 10 2461
37 105 1736
37 148 675
37 176 842
37 211 355
37 241 2020
37 281 996
37 369 1467
37 371 121
37 410 891
37 505 958
37 537 1541
37 633 1279
37 675 1480
37 684 115
37 725 1217
37 762 1327
37 817 363
37 823 2379
37 927 1212
37 940 1126
37 947 1067
37 968 1795
37 1011 2410
37 1065 1263
37 1092 458
37 1122 304
37 1148 1552
37 1165 1844
37 1221 331
37 1307 2151
37 1393 638
37 1479 1043
37 1482 625
37 1552 2287
37 1555 289
37 1560 1954
37 1563 519
37 1596 1099
37 1678 2331
37 1802 1277
37 1833 2003
37 1880 1178
37 1943 1385
37 2121 937
37 2187 2447
37 2209 1773
37 2252 1622
37 2476 4
37 2481 584
38 59 2448
38 91 98
38 138 1969
38 158 228
38 188 605
38 196 728
38 220 1199
38 345 589
38 438 2285
38 510 770
38 571 1655
38 632 2499
38 633 1959
38 662 2185
38 707 1417
38 778 1410
38 816 865
38 897 2161
38 907 2024
38 929 455
38 942 2255
38 1037 1065
38 1186 1594
38 1191 1107
38 1214 1473
38 1322 452
38 1399 1893
38 1460 1673
38 1490 2283
38 1589 375
38 1630 969
38 1739 79
38 1787 2262
38 1910 385
38 2035 52
38 2047 1333
38 2241 1113
38 2275 872
38 2287 1304
38 2303 1518
38 2322 1047
38 2342 2117
38 2357 1862
38 2466 826
38 2486 2461
38 2491 564
39 70 491
39 143 828
39 162 749
39 203 2410
39 331 2005
39 358 1768
39 419 2321
39 429 1570
39 651 265
39 750 2382
