100 2494
17 37 1
17 41 79
17 43 48
17 45 93
17 56 10
17 59 70
17 70 61
17 74 15
17 81 73
17 82 71
17 84 67
17 85 65
17 86 26
17 87 69
17 89 72
17 93 36
17 97 44
18 5 78
18 6 68
18 22 73
18 30 22
18 31 87
18 33 19
18 37 79
18 44 35
18 46 33
18 47 19
18 55 32
18 57 98
18 60 21
18 63 22
18 69 71
18 77 74
18 80 70
18 81 51
18 82 41
18 86 74
18 88 49
18 91 16
18 95 6
19 6 38
19 8 86
19 14 62
19 16 73
19 18 63
19 20 29
19 21 33
19 23 53
19 26 69
19 29 3
19 33 96
19 34 21
19 38 49
19 43 20
19 47 17
19 50 45
19 55 22
19 56 97
19 57 7
19 59 26
19 63 90
19 68 87
19 71 99
19 73 17
19 75 69
19 79 1
19 84 95
19 89 56
19 93 60
19 98 20
20 1 2
20 6 20
20 8 40
20 13 35
20 15 77
20 24 12
20 26 5
20 27 99
20 29 61
20 33 86
20 36 70
20 39 1
20 41 93
20 47 25
20 51 13
20 61 59
20 63 46
20 71 55
20 73 69
20 76 47
20 82 23
20 85 17
20 90 14
20 91 67
20 95 83
20 98 30
21 1 84
21 6 26
21 7 89
21 11 12
21 16 23
21 20 58
21 23 98
21 24 49
21 27 5
21 29 55
21 31 88
21 35 4
21 36 74
21 38 64
21 42 94
21 43 5
21 46 39
21 49 99
21 52 96
21 53 71
21 55 72
21 60 53
21 61 87
21 66 72
21 67 89
21 69 56
21 76 69
21 79 100
21 80 51
21 84 70
21 94 67
21 98 39
22 4 27
22 5 78
22 8 36
22 14 66
22 19 85
22 21 84
22 25 26
22 26 64
22 27 8
22 28 29
22 30 4
22 37 63
22 43 73
22 49 60
22 50 53
22 51 17
22 62 88
22 63 11
22 64 63
22 71 19
22 73 82
22 83 83
22 90 44
22 92 20
22 93 73
22 96 1
22 99 51
23 4 36
23 7 59
23 8 23
23 15 84
23 17 78
23 18 3
23 22 100
23 25 49
23 28 42
23 29 74
23 35 18
23 36 30
23 38 3
23 53 90
23 56 43
23 57 14
23 59 17
23 73 49
23 78 36
23 80 87
23 81 87
23 84 49
23 87 87
23 91 63
23 93 68
24 3 80
24 12 77
24 15 4
24 25 67
24 28 17
24 29 76
24 30 22
24 31 18
24 41 19
24 42 59
24 43 49
24 44 23
24 50 56
24 70 69
24 76 36
24 80 60
24 82 66
24 83 100
24 85 21
24 87 9
24 96 15
25 3 26
25 4 85
25 10 63
25 11 44
25 16 5
25 21 59
25 27 7
25 29 31
25 30 93
25 33 12
25 41 40
25 44 82
25 45 41
25 46 51
25 51 22
25 61 51
25 62 16
25 64 32
25 68 16
25 71 14
25 73 39
25 75 93
25 78 45
25 80 29
25 81 8
25 87 36
25 91 65
26 6 77
26 8 98
26 9 35
26 13 77
26 17 12
26 21 84
26 25 33
26 35 57
26 36 12
26 38 77
26 41 46
26 43 15
26 46 80
26 53 68
26 67 35
26 68 79
26 69 18
26 71 1
26 72 39
26 73 96
26 85 73
26 88 96
26 92 92
26 95 67
26 96 89
26 98 25
27 4 18
27 6 10
27 11 22
27 12 39
27 14 83
27 17 97
27 19 71
27 26 28
27 29 100
27 32 1
27 37 71
27 38 44
27 50 21
27 52 69
27 53 30
27 57 55
27 70 13
27 80 27
27 86 59
27 93 5
27 99 45
28 1 25
28 2 80
28 9 5
28 10 85
28 14 32
28 19 73
28 20 71
28 21 96
28 26 5
28 27 100
28 30 79
28 32 97
28 33 56
28 38 43
28 41 42
28 50 7
28 51 94
28 53 59
28 58 21
28 66 6
28 68 44
28 77 42
28 89 33
28 95 100
28 97 38
29 5 55
29 8 20
29 9 47
29 16 8
29 18 34
29 26 4
29 30 57
29 43 100
29 51 34
29 59 93
29 62 18
29 63 31
29 68 89
29 73 71
29 75 46
29 76 97
29 86 62
29 90 18
29 99 95
30 1 27
30 2 91
30 5 67
30 6 13
30 8 65
30 15 50
30 19 67
30 21 8
30 26 30
30 27 30
30 33 13
30 37 67
30 40 28
30 44 70
30 68 3
30 74 87
30 76 96
30 80 19
30 81 77
30 82 34
30 85 73
30 86 98
30 87 23
30 95 40
31 1 83
31 4 45
31 5 28
31 6 21
31 8 32
31 11 17
31 13 83
31 25 46
31 27 67
31 28 69
31 30 21
31 32 75
31 35 36
31 36 81
31 37 87
31 39 47
31 42 17
31 43 2
31 45 25
31 53 46
31 56 51
31 58 69
31 72 8
31 74 50
31 84 30
31 85 63
31 89 91
31 92 15
32 3 72
32 5 58
32 14 1
32 16 67
32 20 85
32 22 37
32 23 54
32 24 40
32 29 93
32 30 55
32 37 13
32 38 52
32 40 75
32 43 64
32 55 65
32 58 43
32 62 23
32 67 41
32 68 6
32 71 76
32 76 40
32 77 65
32 78 27
32 79 19
32 83 9
32 85 8
32 87 22
32 95 7
32 97 38
33 4 90
33 16 51
33 21 100
33 31 99
33 40 23
33 43 94
33 46 66
33 49 58
33 52 95
33 53 77
33 54 8
33 55 72
33 56 24
33 57 28
33 61 62
33 63 83
33 65 56
33 69 19
33 78 21
33 85 87
33 86 87
33 92 64
34 3 31
34 4 61
34 10 45
34 23 60
34 24 66
34 27 13
34 39 55
34 40 53
34 45 6
34 49 87
34 50 57
34 52 85
34 57 85
34 61 30
34 62 87
34 69 59
34 83 66
34 84 47
34 88 81
34 96 65
35 4 50
35 6 65
35 9 40
35 15 56
35 18 58
35 19 89
35 30 76
35 33 26
35 40 73
35 45 29
35 46 23
35 48 81
35 50 51
35 51 40
35 54 48
35 71 77
35 79 57
35 80 69
35 84 63
35 89 93
35 90 14
35 98 46
35 99 5
36 9 75
36 14 74
36 18 46
36 19 41
36 24 86
36 25 43
36 30 11
36 34 78
36 35 92
36 39 74
36 41 49
36 46 46
36 49 67
36 51 38
36 52 86
36 59 76
36 60 4
36 62 48
36 74 50
36 77 37
36 81 44
36 82 95
36 84 91
36 85 22
36 92 90
37 1 69
37 4 60
37 9 49
37 12 99
37 15 94
37 21 94
37 23 2
37 41 89
37 42 86
37 44 11
37 45 8
37 46 3
37 48 83
37 52 11
37 60 44
37 62 87
37 64 99
37 65 68
37 67 39
37 68 96
37 69 22
37 70 57
37 73 94
37 75 99
37 78 10
37 79 64
37 81 25
37 84 92
37 87 26
37 91 28
37 94 75
37 95 99
37 97 56
38 2 74
38 4 70
38 6 77
38 9 98
38 22 60
38 25 42
38 30 14
38 34 79
38 37 3
38 39 92
38 40 52
38 41 73
38 46 70
38 53 19
38 54 24
38 55 2
38 56 98
38 59 73
38 71 30
38 73 96
38 79 22
38 83 70
38 84 44
38 90 25
38 92 27
38 95 71
39 1 15
39 5 60
39 8 98
39 11 92
39 14 42
39 18 38
39 22 21
39 26 100
39 27 33
39 35 81
39 49 42
39 50 3
39 52 16
39 60 34
39 65 39
39 72 30
39 76 62
39 80 46
39 82 64
39 86 59
40 3 64
40 4 41
40 5 9
40 7 6
40 12 14
40 13 16
40 17 72
40 18 29
40 29 71
40 48 60
40 58 80
40 66 24
40 70 31
40 75 49
40 78 56
40 79 63
40 81 33
40 82 62
40 87 3
40 94 60
41 2 26
41 4 29
41 6 86
41 9 97
41 11 60
41 15 55
41 18 58
41 19 74
41 23 18
41 27 100
41 30 57
41 34 3
41 40 11
41 42 8
41 45 22
41 49 26
41 58 45
41 62 30
41 78 79
41 82 51
41 87 81
41 92 43
42 6 98
42 19 43
42 20 39
42 27 30
42 33 39
42 34 26
42 39 90
42 46 78
42 56 97
42 57 20
42 58 23
42 60 31
42 69 1
42 72 94
42 74 74
42 86 33
42 87 73
42 89 76
42 92 72
42 93 63
42 97 56
42 98 33
42 99 30
43 1 78
43 2 2
43 8 75
43 14 24
43 16 57
43 23 69
43 25 46
43 28 64
43 36 48
43 38 70
43 42 84
43 46 56
43 47 36
43 58 10
43 65 66
43 68 75
43 69 56
43 73 74
43 79 87
43 80 26
43 81 53
43 84 61
43 93 4
43 97 74
44 5 93
44 12 53
44 17 85
44 19 73
44 22 8
44 27 35
44 28 69
44 33 34
44 36 3
44 42 93
44 43 82
44 45 84
44 49 71
44 51 51
44 52 76
44 54 77
44 55 5
44 58 35
44 59 5
44 62 5
44 64 96
44 72 31
44 73 50
44 77 34
44 83 44
44 84 64
44 88 35
44 90 47
44 91 93
44 93 79
44 98 32
45 6 26
45 9 15
45 20 14
45 22 95
45 28 36
45 39 12
45 43 64
45 49 16
45 50 70
45 51 21
45 53 52
45 64 34
45 66 91
45 69 89
45 73 55
45 74 42
45 76 88
45 87 38
45 88 94
45 90 86
45 91 2
45 93 51
45 94 6
45 97 78
46 1 11
46 7 85
46 19 96
46 23 38
46 32 94
46 39 82
46 41 29
46 51 12
46 52 100
46 55 91
46 56 21
46 57 98
46 60 23
46 64 46
46 67 61
46 68 71
46 73 3
46 75 85
46 78 53
46 80 48
46 84 11
46 94 93
46 97 90
46 98 68
47 3 52
47 4 48
47 6 13
47 8 96
47 22 8
47 24 1
47 28 94
47 29 43
47 30 85
47 33 48
47 35 57
47 36 83
47 39 20
47 42 57
47 44 36
47 46 92
47 49 100
47 51 95
47 54 85
47 56 41
47 59 11
47 60 14
47 63 82
47 77 3
47 80 66
47 81 22
47 87 93
47 92 92
47 94 12
47 97 72
48 5 24
48 6 46
48 7 2
48 9 84
48 11 38
48 12 40
48 14 54
48 22 11
48 24 20
48 26 81
48 38 98
48 39 79
48 42 42
48 45 31
48 50 80
48 52 3
48 54 48
48 55 39
48 58 31
48 59 48
48 60 83
48 63 63
48 68 66
48 69 59
48 70 48
48 92 25
48 94 4
48 96 14
48 99 67
49 1 27
49 7 61
49 11 24
49 13 94
49 14 59
49 15 40
49 23 29
49 25 5
49 26 60
49 28 86
49 35 14
49 46 60
49 51 17
49 55 23
49 56 17
49 58 97
49 61 100
49 65 10
49 69 98
49 72 50
49 73 84
49 74 93
49 79 78
49 80 19
49 82 9
49 83 42
49 84 1
49 85 16
49 89 85
49 95 93
49 96 48
50 3 73
50 5 26
50 13 77
50 15 5
50 17 62
50 20 46
50 30 85
50 31 31
50 42 53
50 43 69
50 52 44
50 56 86
50 61 81
50 63 20
50 65 57
50 72 25
50 74 93
50 76 27
50 79 9
50 82 83
50 83 34
50 84 57
50 88 95
50 89 18
50 90 86
50 96 82
50 97 69
50 98 50
50 99 92
51 5 88
51 18 49
51 23 62
51 24 61
51 31 31
51 32 12
51 38 59
51 42 65
51 55 6
51 57 34
51 66 7
51 68 89
51 70 7
51 73 56
51 75 84
51 80 49
51 81 97
51 83 77
51 99 16
52 2 95
52 6 96
52 9 64
52 14 63
52 16 5
52 19 64
52 23 67
52 24 42
52 26 43
52 30 31
52 32 62
52 41 82
52 42 72
52 51 40
52 53 59
52 54 24
52 58 86
52 61 35
52 66 69
52 69 22
52 71 81
52 72 67
52 75 41
52 86 14
52 88 28
52 91 80
52 92 28
52 94 46
52 97 10
52 98 85
52 99 70
53 1 4
53 7 6
53 11 57
53 13 92
53 15 83
53 18 1
53 22 44
53 29 35
53 37 16
53 39 41
53 40 100
53 42 53
53 43 85
53 44 47
53 47 25
53 64 70
53 66 82
53 68 43
53 71 86
53 89 37
53 94 20
53 95 32
53 96 24
54 6 82
54 9 19
54 17 73
54 18 49
54 23 89
54 24 49
54 26 44
54 27 78
54 28 98
54 31 1
54 40 45
54 53 65
54 55 79
54 56 69
54 59 96
54 62 18
54 63 81
54 69 3
54 71 46
54 74 91
54 76 73
54 77 52
54 94 87
54 95 79
54 96 14
54 97 21
55 2 58
55 9 100
55 12 58
55 14 91
55 17 67
55 22 86
55 23 25
55 24 20
55 25 16
55 28 91
55 35 56
55 39 29
55 42 9
55 45 13
55 47 7
55 57 40
55 62 93
55 75 59
55 83 47
55 85 41
55 91 94
55 97 66
55 98 76
56 2 90
56 5 45
56 8 51
56 10 90
56 11 86
56 15 42
56 16 17
56 18 15
56 20 98
56 26 24
56 29 43
56 30 2
56 32 75
56 37 62
56 39 87
56 40 52
56 41 50
56 44 68
56 45 29
56 51 92
56 57 88
56 60 22
56 65 35
56 66 91
56 79 81
56 85 64
56 87 95
56 89 13
56 93 12
56 94 10
56 97 39
57 1 79
57 4 23
57 6 94
57 13 75
57 15 54
57 16 62
57 21 73
57 31 31
57 32 56
57 35 81
57 37 80
57 47 10
57 48 67
57 49 67
57 50 71
57 58 9
57 68 82
57 77 68
57 78 79
57 90 14
57 95 7
57 97 79
57 99 12
58 4 6
58 7 81
58 15 45
58 18 1
58 22 12
58 23 18
58 25 95
58 27 13
58 30 96
58 36 89
58 45 25
58 50 99
58 60 49
58 61 88
58 63 68
58 66 52
58 67 49
58 77 56
58 78 66
58 86 45
58 96 13
58 97 12
58 99 19
59 7 34
59 8 96
59 9 38
59 10 51
59 16 98
59 18 2
59 20 42
59 21 19
59 22 24
59 28 83
59 32 63
59 39 9
59 52 8
59 55 98
59 58 65
59 60 72
59 62 63
59 63 24
59 67 72
59 68 64
59 74 98
59 81 34
59 84 9
59 91 97
59 92 82
59 95 60
59 96 21
60 4 20
60 6 97
60 10 46
60 12 90
60 16 80
60 17 91
60 25 51
60 27 64
60 38 39
60 52 67
60 55 30
60 57 46
60 61 43
60 74 88
60 75 44
60 77 63
60 79 97
60 80 82
60 81 99
60 83 73
60 87 76
60 89 40
60 90 83
60 96 8
61 3 48
61 10 86
61 12 43
61 19 46
61 23 1
61 27 20
61 29 81
61 31 51
61 36 45
61 43 22
61 46 67
61 48 93
61 54 87
61 73 39
61 74 31
61 76 14
61 79 33
61 84 63
61 86 54
61 88 46
61 91 40
61 93 72
61 99 70
62 1 23
62 10 8
62 15 82
62 17 53
62 19 100
62 20 12
62 28 47
62 35 73
62 39 76
62 48 60
62 51 19
62 52 27
62 53 54
62 58 84
62 60 62
62 65 65
62 74 80
62 84 36
62 86 29
62 89 67
62 91 37
62 97 90
63 1 51
63 5 25
63 8 76
63 9 20
63 10 58
63 13 80
63 17 39
63 21 61
63 23 23
63 25 31
63 36 19
63 41 70
63 43 55
63 44 14
63 45 71
63 46 70
63 53 53
63 60 72
63 61 13
63 66 13
63 67 6
63 73 61
63 78 59
63 80 55
63 89 1
63 92 93
63 93 89
63 95 37
64 1 9
64 2 24
64 10 8
64 12 25
64 13 93
64 15 19
64 18 30
64 19 53
64 21 85
64 24 61
64 26 45
64 28 9
64 29 5
64 32 34
64 34 93
64 39 67
64 48 59
64 50 25
64 51 2
64 55 70
64 56 71
64 63 36
64 65 39
64 70 19
64 72 78
64 75 88
64 82 38
64 88 97
64 90 17
64 96 57
64 98 28
65 7 84
65 10 50
65 16 82
65 18 5
65 19 67
65 26 36
65 29 64
65 36 25
65 42 57
65 46 90
65 53 33
65 60 1
65 61 63
65 63 62
65 73 3
65 76 89
65 77 94
65 78 7
65 81 79
65 83 99
65 86 69
65 90 34
66 9 19
66 12 9
66 15 7
66 17 22
66 18 63
66 25 90
66 26 6
66 34 76
66 35 34
66 37 84
66 39 19
66 41 26
66 42 65
66 43 29
66 46 70
66 48 3
66 50 73
66 57 59
66 62 43
66 70 52
66 73 98
66 76 79
66 88 51
66 91 32
66 93 8
67 1 37
67 6 50
67 8 26
67 10 9
67 11 19
67 12 18
67 13 51
67 16 17
67 25 12
67 27 35
67 29 98
67 31 48
67 34 91
67 40 33
67 44 39
67 45 59
67 48 56
67 49 84
67 62 56
67 65 66
67 71 9
67 72 77
67 75 82
67 80 76
67 81 75
67 82 6
67 85 90
67 96 27
67 98 31
68 6 100
68 7 25
68 8 67
68 15 29
68 17 68
68 20 51
68 22 37
68 23 52
68 33 70
68 40 76
68 45 63
68 50 45
68 52 55
68 55 16
68 58 32
68 61 41
68 63 27
68 65 83
68 66 44
68 69 46
68 70 33
68 76 6
68 78 11
68 80 23
68 82 77
68 85 88
68 91 82
68 92 72
68 98 56
69 4 32
69 6 41
69 7 72
69 13 17
69 19 64
69 20 42
69 28 27
69 29 89
69 31 62
69 44 45
69 46 33
69 50 24
69 51 72
69 56 70
69 58 64
69 60 71
69 73 21
69 81 19
69 87 47
69 89 53
69 90 39
69 93 17
69 99 86
70 2 59
70 4 34
70 6 24
70 10 49
70 13 11
70 15 30
70 19 65
70 21 89
70 25 69
70 28 6
70 31 86
70 32 39
70 33 75
70 34 66
70 35 8
70 38 63
70 47 85
70 49 28
70 50 57
70 54 58
70 56 26
70 58 30
70 60 46
70 61 37
70 65 3
70 73 31
70 75 15
70 76 30
70 80 74
70 83 70
70 87 64
70 94 62
70 97 43
71 1 38
71 3 90
71 7 79
71 10 40
71 12 96
71 17 48
71 33 20
71 36 45
71 37 96
71 40 40
71 49 73
71 56 100
71 59 76
71 61 10
71 62 67
71 64 23
71 65 47
71 66 80
71 70 95
71 85 36
71 88 70
71 89 87
71 93 87
72 1 22
72 11 71
72 13 23
72 19 26
72 21 55
72 23 32
72 29 67
72 32 49
72 33 27
72 43 53
72 45 89
72 48 55
72 57 86
72 58 48
72 65 19
72 69 72
72 82 38
72 92 52
72 95 91
72 98 39
72 99 22
73 4 57
73 6 9
73 9 15
73 12 12
73 21 19
73 28 27
73 32 61
73 42 99
73 48 24
73 53 81
73 55 16
73 58 8
73 59 86
73 62 58
73 64 16
73 67 87
73 71 23
73 79 60
73 83 48
73 85 51
73 88 30
73 89 21
73 90 30
73 94 37
73 98 100
74 1 77
74 4 67
74 9 51
74 19 10
74 20 49
74 24 90
74 27 87
74 28 9
74 32 84
74 33 26
74 34 45
74 35 61
74 37 15
74 41 58
74 43 67
74 46 99
74 55 87
74 56 54
74 63 88
74 66 20
74 67 62
74 68 84
74 70 36
74 83 28
74 87 4
74 92 29
74 93 8
74 96 56
75 1 78
75 2 81
75 5 34
75 6 54
75 11 48
75 12 30
75 14 79
75 15 5
75 17 95
75 18 54
75 23 84
75 26 93
75 30 3
75 33 25
75 34 97
75 38 69
75 47 100
75 49 5
75 53 28
75 54 33
75 61 74
75 62 58
75 63 38
75 65 61
75 68 13
75 69 90
75 72 90
75 74 87
75 84 11
75 91 7
75 96 80
76 3 45
76 4 34
76 7 77
76 8 40
76 9 50
76 10 11
76 16 49
76 19 4
76 22 47
76 23 56
76 25 28
76 26 13
76 27 27
76 28 67
76 33 45
76 37 91
76 38 30
76 42 84
76 43 92
76 52 100
76 55 19
76 56 26
76 57 79
76 67 85
76 75 88
76 81 48
76 83 9
76 96 81
77 11 74
77 21 21
77 24 78
77 29 76
77 31 17
77 34 84
77 37 26
77 48 53
77 52 84
77 53 66
77 59 48
77 67 65
77 68 74
77 70 11
77 71 69
77 72 49
77 75 38
77 83 54
77 86 79
77 89 85
77 96 6
78 4 44
78 10 42
78 13 40
78 17 63
78 21 56
78 22 82
78 24 69
78 27 32
78 30 29
78 48 12
78 51 64
78 52 66
78 53 99
78 55 51
78 59 28
78 72 27
78 73 84
78 75 98
78 76 90
78 79 19
78 81 100
78 82 1
78 86 72
78 95 83
79 4 55
79 17 99
79 18 27
79 23 86
79 24 22
79 26 53
79 27 28
79 28 42
79 31 73
79 34 18
79 36 13
79 44 4
79 47 57
79 63 87
79 70 24
79 74 69
79 76 46
79 82 91
79 87 38
79 93 33
80 1 86
80 5 65
80 6 9
80 7 3
80 10 39
80 12 52
80 13 22
80 15 25
80 16 95
80 19 12
80 28 65
80 31 44
80 36 47
80 37 21
80 38 12
80 52 9
80 53 46
80 54 71
80 62 79
80 65 91
80 66 31
80 72 80
80 73 81
80 77 96
80 82 4
80 84 12
80 86 49
81 1 67
81 12 39
81 13 55
81 19 69
81 24 31
81 27 42
81 34 61
81 38 67
81 39 83
81 42 94
81 44 55
81 45 91
81 49 57
81 50 94
81 55 100
81 56 61
81 58 100
81 63 73
81 70 8
81 72 88
81 75 91
81 80 7
81 82 29
81 84 76
81 89 50
81 90 68
81 91 71
81 96 17
81 97 91
82 6 100
82 9 40
82 10 20
82 12 65
82 21 14
82 29 73
82 32 26
82 37 63
82 42 54
82 43 13
82 46 92
82 51 40
82 58 49
82 61 88
82 71 85
82 73 13
82 76 23
82 77 78
82 85 41
82 90 81
82 95 42
82 96 11
82 99 89
83 1 32
83 3 66
83 4 35
83 9 23
83 12 41
83 15 93
83 16 61
83 17 79
83 21 26
83 29 55
83 36 2
83 40 22
83 41 81
83 52 79
83 53 38
83 57 34
83 58 51
83 61 91
83 66 98
83 71 5
83 75 20
83 78 11
83 80 78
83 84 16
83 86 88
83 88 69
83 97 70
84 5 29
84 7 53
84 11 94
84 20 44
84 28 69
84 32 78
84 41 90
84 45 64
84 54 37
84 56 43
84 57 40
84 65 18
84 67 27
84 73 14
84 77 22
84 78 19
84 82 20
84 86 69
84 91 89
84 92 7
84 94 58
85 4 11
85 7 49
85 13 36
85 14 38
85 18 88
85 23 44
85 28 85
85 38 83
85 39 47
85 41 65
85 42 79
85 44 86
85 45 43
85 48 47
85 61 73
85 62 56
85 64 28
85 69 82
85 74 53
85 75 51
85 76 49
85 77 36
85 78 19
85 79 82
85 80 5
85 91 21
85 94 25
85 97 86
86 2 38
86 5 62
86 6 69
86 21 91
86 31 41
86 32 22
86 38 14
86 43 27
86 56 63
86 59 33
86 60 85
86 70 31
86 71 9
86 72 33
86 74 6
86 81 26
86 88 67
86 95 21
86 98 52
87 9 92
87 11 57
87 12 11
87 13 11
87 18 54
87 19 94
87 27 67
87 33 21
87 36 67
87 39 79
87 43 55
87 46 55
87 48 43
87 50 31
87 54 8
87 59 5
87 73 61
87 77 12
87 80 100
87 81 75
87 82 79
87 83 82
87 85 85
87 88 41
87 89 5
87 98 21
88 1 59
88 2 39
88 6 58
88 11 98
88 17 9
88 22 18
88 23 97
88 31 64
88 35 99
88 42 66
88 49 9
88 51 99
88 57 97
88 58 47
88 59 15
88 65 90
88 68 7
88 70 87
88 76 79
88 79 36
88 81 45
88 89 18
88 90 82
88 91 92
89 1 52
89 5 96
89 14 74
89 22 41
89 23 58
89 26 25
89 27 96
89 30 74
89 36 67
89 43 41
89 47 26
89 48 31
89 54 82
89 55 18
89 57 5
89 65 14
89 66 86
89 72 19
89 75 41
89 76 64
89 85 1
89 90 71
89 92 31
89 95 30
89 98 20
89 99 74
90 1 87
90 9 5
90 12 17
90 27 93
90 28 48
90 31 34
90 32 44
90 37 21
90 40 60
90 42 62
90 47 87
90 49 33
90 53 62
90 54 62
90 56 89
90 61 68
90 63 20
90 67 87
90 70 77
90 71 74
90 72 86
90 77 72
90 80 8
90 84 8
90 93 50
90 94 41
90 96 32
90 97 34
90 98 88
91 6 93
91 11 2
91 17 49
91 26 23
91 28 46
91 29 31
91 35 81
91 50 91
91 51 98
91 53 85
91 54 55
91 56 42
91 57 70
91 63 70
91 67 64
91 69 91
91 71 1
91 72 54
91 73 7
91 74 78
91 78 11
91 82 92
91 83 17
91 86 45
91 90 52
91 97 14
91 99 51
92 1 21
92 5 62
92 7 57
92 13 5
92 14 25
92 17 13
92 20 94
92 28 97
92 29 19
92 32 28
92 37 10
92 49 66
92 54 72
92 57 15
92 58 43
