3500 240114
7 3213 356
7 3216 2227
7 3238 1511
7 3244 2904
7 3249 1494
7 3275 1977
7 3277 1320
7 3304 2121
7 3451 1295
7 3456 90
8 7 1039
8 18 1242
8 55 2864
8 75 2972
8 88 1449
8 297 3085
8 413 1631
8 453 2657
8 502 688
8 522 2725
8 574 458
8 588 1925
8 625 505
8 671 1743
8 692 1911
8 720 427
8 870 2635
8 923 1764
8 1056 415
8 1170 2945
8 1229 310
8 1261 258
8 1287 612
8 1406 2635
8 1491 2933
8 1531 3020
8 1616 2400
8 1623 227
8 1681 1487
8 1714 2498
8 1716 3174
8 1825 1751
8 1841 3317
8 1851 1515
8 1893 281
8 1916 208
8 1950 1703
8 1956 3159
8 2002 602
8 2033 626
8 2103 1173
8 2150 1006
8 2186 1384
8 2197 1573
8 2207 2270
8 2227 770
8 2232 1320
8 2298 1643
8 2321 2620
8 2325 1174
8 2365 235
8 2374 2018
8 2519 3444
8 2525 507
8 2562 923
8 2604 109
8 2633 1541
8 2669 2195
8 2757 2629
8 2798 1917
8 2848 1692
8 2867 870
8 3012 3474
8 3132 3336
8 3328 940
8 3334 1489
8 3430 2051
8 3463 2992
8 3479 1076
9 19 2155
9 37 569
9 92 2627
9 134 702
9 183 2470
9 221 2827
9 237 1325
9 283 3287
9 284 2794
9 343 284
9 494 517
9 515 630
9 561 865
9 655 3491
9 663 485
9 760 1044
9 813 817
9 828 2486
9 838 1014
9 851 3022
9 904 3216
9 979 60
9 1086 2756
9 1103 1474
9 1113 453
9 1142 257
9 1145 1567
9 1374 2440
9 1388 251
9 1412 2118
9 1435 1593
9 1503 206
9 1526 3277
9 1565 1891
9 1642 2433
9 1723 1242
9 1772 1128
9 1777 1505
9 1810 144
9 2010 988
9 2078 2882
9 2115 2672
9 2222 2895
9 2264 328
9 2291 490
9 2296 1886
9 2348 1112
9 2415 2451
9 2549 2008
9 2553 687
9 2562 949
9 2596 1187
9 2697 1243
9 2825 931
9 2873 1486
9 2889 773
9 2909 2314
9 2946 2192
9 2958 1665
9 3025 1781
9 3054 1298
9 3058 2219
9 3164 3250
9 3378 1868
9 3435 660
9 3449 3021
10 59 1525
10 150 2114
10 161 319
10 171 2352
10 367 380
10 384 2238
10 500 1723
10 545 3326
10 588 1616
10 619 1440
10 629 39
10 765 1138
10 800 2051
10 977 2105
10 1057 1901
10 1086 2633
10 1169 1857
10 1195 2253
10 1268 1228
10 1302 1710
10 1307 542
10 1337 2988
10 1451 2755
10 1517 1517
10 1558 245
10 1566 2856
10 1639 38
10 1673 2278
10 1780 231
10 1861 2021
10 1873 2333
10 1880 936
10 1924 962
10 2037 3055
10 2078 1455
10 2267 2303
10 2328 2587
10 2390 1901
10 2412 1754
10 2439 1906
10 2502 1207
10 2518 820
10 2553 1345
10 2557 2293
10 2634 3199
10 2775 2800
10 2856 3217
10 2882 2961
10 2884 2233
10 2910 3104
10 2915 2004
10 2932 1112
10 3019 2806
10 3022 3306
10 3066 647
10 3091 2170
10 3109 192
10 3113 176
10 3143 961
10 3165 1575
10 3181 421
10 3268 642
10 3303 3294
10 3328 2046
10 3394 3119
10 3444 1006
10 3496 917
11 88 3313
11 101 2992
11 110 125
11 219 1682
11 274 928
11 284 868
11 378 1626
11 455 2024
11 462 326
11 469 914
11 506 529
11 643 3321
11 686 1247
11 742 2939
11 777 189
11 821 3154
11 826 3175
11 892 586
11 932 333
11 951 3111
11 1072 2342
11 1092 1309
11 1170 2420
11 1218 3218
11 1248 2159
11 1325 2237
11 1441 987
11 1636 2254
11 1708 2624
11 1777 1841
11 1850 1129
11 2097 1989
11 2126 695
11 2132 2763
11 2156 93
11 2184 3116
11 2222 2336
11 2251 2918
11 2310 1399
11 2383 2563
11 2417 3380
11 2428 1913
11 2471 369
11 2479 1984
11 2486 1716
11 2497 2554
11 2565 1178
11 2601 2346
11 2628 2515
11 2676 537
11 2780 3362
11 2796 295
11 2882 285
11 2920 3373
11 2990 1425
11 3000 431
11 3042 3157
11 3063 1733
11 3089 2372
11 3176 2739
11 3272 1891
11 3279 2985
11 3401 1524
11 3453 3052
11 3454 90
11 3483 179
12 107 2930
12 149 3411
12 165 2837
12 253 3277
12 270 2821
12 385 1489
12 569 434
12 687 2577
12 758 404
12 994 854
12 1153 405
12 1269 512
12 1291 33
12 1327 1247
12 1396 1029
12 1581 600
12 1586 2796
12 1751 2879
12 1755 3372
12 1807 1149
12 1810 149
12 1830 3265
12 1832 1702
12 1852 1368
12 1868 2085
12 1905 1255
12 1910 3041
12 1927 1482
12 1993 882
12 2037 319
12 2107 2785
12 2112 846
12 2163 2293
12 2302 1791
12 2330 446
12 2388 1585
12 2400 2251
12 2416 1896
12 2455 1023
12 2509 10
12 2760 1709
12 2784 2867
12 2804 2801
12 2988 194
12 3029 487
12 3078 2203
12 3093 22
12 3096 2601
12 3137 1509
12 3180 461
12 3200 435
12 3218 203
12 3221 1162
12 3353 910
12 3354 3329
12 3424 628
13 59 3292
13 154 530
13 209 929
13 214 774
13 235 806
13 282 2273
13 322 2686
13 389 395
13 461 3446
13 470 2581
13 480 719
13 484 233
13 500 2200
13 595 711
13 658 241
13 665 1027
13 865 1549
13 1208 3011
13 1413 1795
13 1431 3481
13 1573 1617
13 1607 870
13 1646 1880
13 1683 3423
13 2078 546
13 2102 3095
13 2112 1978
13 2122 3286
13 2135 2063
13 2179 2234
13 2231 650
13 2289 2125
13 2437 388
13 2516 221
13 2539 2684
13 2618 2873
13 2662 1480
13 2670 999
13 2705 1933
13 2723 2374
13 2734 3475
13 2787 576
13 2809 2024
13 2824 2328
13 2892 3152
13 2938 1598
13 2970 1570
13 3014 2885
13 3239 2967
13 3318 1027
13 3434 311
13 3449 3304
13 3450 21
14 8 3462
14 9 1640
14 47 3293
14 99 930
14 338 1255
14 348 267
14 404 3439
14 418 1965
14 439 1913
14 441 2394
14 464 1612
14 623 661
14 652 128
14 661 536
14 665 3257
14 678 2550
14 686 3277
14 688 2987
14 693 1586
14 711 1435
14 762 3406
14 795 724
14 827 1150
14 952 1959
14 1042 3407
14 1061 2837
14 1092 1626
14 1159 1687
14 1168 951
14 1204 1294
14 1241 1143
14 1296 520
14 1306 231
14 1311 2825
14 1334 1836
14 1456 681
14 1475 1195
14 1492 2044
14 1612 2062
14 1631 3014
14 1647 1185
14 1703 1599
14 1765 1342
14 1805 194
14 1874 3434
14 1922 2233
14 1940 1057
14 1977 399
14 1998 846
14 2012 302
14 2061 960
14 2064 399
14 2173 738
14 2178 2319
14 2225 1532
14 2247 1352
14 2445 1529
14 2489 2242
14 2518 954
14 2526 1394
14 2556 2983
14 2574 2145
14 2623 1260
14 2628 275
14 2657 788
14 2660 439
14 2693 2809
14 2713 890
14 2766 961
14 2826 1751
14 2847 3099
14 2868 2876
14 2889 3171
14 2953 2513
14 3051 959
14 3117 1239
14 3307 1790
14 3328 929
14 3378 2675
14 3398 2911
15 25 2715
15 161 2183
15 330 336
15 373 2997
15 445 966
15 517 1857
15 589 2401
15 591 2070
15 669 1046
15 742 649
15 822 404
15 904 3182
15 1075 569
15 1156 2278
15 1222 2406
15 1255 2627
15 1284 527
15 1293 2272
15 1356 196
15 1397 1945
15 1511 644
15 1771 2639
15 1932 22
15 1945 3057
15 2040 1987
15 2053 2707
15 2206 1304
15 2308 493
15 2311 2522
15 2372 1184
15 2393 3409
15 2601 1023
15 2602 1899
15 2603 2854
15 2619 546
15 2645 2169
15 2686 1389
15 2699 3492
15 2762 34
15 2772 324
15 2776 58
15 2816 1806
15 2838 1030
15 2869 2147
15 2902 626
15 2927 1641
15 2941 2366
15 2950 2828
15 2984 514
15 2987 2957
15 3059 3190
15 3135 1107
15 3138 3477
15 3146 356
15 3183 2760
15 3220 1677
15 3303 2202
15 3364 29
16 96 2211
16 213 2911
16 336 628
16 375 3486
16 409 655
16 436 3278
16 504 1000
16 518 2433
16 522 3355
16 574 580
16 578 936
16 638 2529
16 814 101
16 877 2382
16 904 1220
16 968 1979
16 1058 1259
16 1180 605
16 1208 298
16 1212 2274
16 1214 582
16 1504 731
16 1605 2062
16 1671 3494
16 1748 1991
16 1759 679
16 1812 407
16 2210 875
16 2408 1671
16 2473 1086
16 2525 2878
16 2534 336
16 2553 2712
16 2569 3036
16 2586 1858
16 2623 2555
16 2717 3323
16 2917 611
16 3015 248
16 3041 774
16 3077 1827
16 3096 1982
16 3115 610
16 3212 1558
16 3223 3322
16 3269 913
16 3285 717
16 3291 1802
16 3294 1386
16 3304 1531
16 3437 2680
17 3 60
17 148 1726
17 160 2035
17 243 2342
17 384 2430
17 424 2332
17 466 1433
17 473 2559
17 506 1524
17 515 1936
17 538 1464
17 542 227
17 546 1842
17 721 1965
17 742 3016
17 751 516
17 857 2772
17 1049 3367
17 1094 1623
17 1219 2823
17 1241 2762
17 1245 796
17 1320 2965
17 1344 1480
17 1513 902
17 1520 2806
17 1553 854
17 1594 3073
17 1666 960
17 1671 225
17 1703 343
17 1736 2330
17 1741 893
17 1797 3346
17 1822 3350
17 1944 950
17 1955 472
17 2139 880
17 2174 2119
17 2251 2425
17 2259 1773
17 2401 666
17 2438 882
17 2611 291
17 2784 3255
17 2853 3121
17 2860 3103
17 2973 645
17 3104 2195
17 3116 3353
17 3138 3226
17 3184 764
17 3222 3348
17 3304 530
17 3310 3398
17 3331 2331
17 3387 2009
17 3400 3155
17 3406 3163
17 3431 2510
17 3446 768
18 53 2044
18 164 1010
18 172 1835
18 213 618
18 347 3375
18 366 762
18 422 1394
18 438 3222
18 702 3368
18 703 1064
18 788 2679
18 793 853
18 904 1567
18 1030 2873
18 1243 111
18 1289 3144
18 1398 3264
18 1509 900
18 1516 3069
18 1541 2112
18 1676 476
18 1683 2507
18 1728 111
18 1787 3447
18 1793 357
18 1857 3469
18 1891 2782
18 1919 2085
18 1931 624
18 1972 2750
18 1988 3157
18 2086 1785
18 2240 1565
18 2255 1419
18 2272 676
18 2320 2383
18 2328 464
18 2338 1745
18 2402 663
18 2572 292
18 2574 522
18 2593 2890
18 2619 855
18 2645 2639
18 2760 2597
18 2787 2139
18 2842 1918
18 2867 1664
18 2938 588
18 2961 1405
18 3089 2595
18 3153 1163
18 3200 2203
18 3270 311
18 3290 963
18 3335 704
18 3337 1622
18 3410 1073
18 3424 845
18 3457 2856
19 10 3265
19 78 1787
19 97 1685
19 121 3019
19 173 1374
19 240 1772
19 398 985
19 583 213
19 584 1857
19 650 2670
19 682 1684
19 699 2354
19 704 2795
19 787 156
19 806 710
19 953 492
19 1004 3467
19 1024 129
19 1119 3364
19 1166 3073
19 1189 1266
19 1208 230
19 1337 2076
19 1364 3419
19 1381 3463
19 1387 3328
19 1423 3277
19 1466 3019
19 1552 416
19 1573 2125
19 1601 1597
19 1642 347
19 1660 2946
19 1818 605
19 1822 1366
19 1840 941
19 1861 1625
19 1881 2208
19 1882 835
19 1892 2008
19 1943 3369
19 1964 2961
19 2106 2822
19 2114 2956
19 2141 1352
19 2149 2589
19 2156 676
19 2218 2120
19 2361 3447
19 2406 1777
19 2483 2845
19 2517 1879
19 2603 43
19 2633 157
19 2732 1237
19 2823 2406
19 2830 1697
19 2967 2678
19 2991 2752
19 3001 85
19 3026 3254
19 3054 2828
19 3055 2941
19 3066 906
19 3084 3105
19 3098 3223
19 3117 863
19 3127 2081
19 3133 1304
19 3183 1018
19 3228 1970
19 3296 165
19 3438 1168
19 3440 2178
19 3453 770
19 3496 2826
20 63 1122
20 125 1131
20 128 1664
20 170 1854
20 218 1634
20 329 3321
20 389 58
20 453 2453
20 570 1931
20 578 332
20 601 1125
20 787 1406
20 838 693
20 946 1915
20 1071 2979
20 1102 3240
20 1112 951
20 1168 3458
20 1181 2644
20 1205 2615
20 1226 116
20 1245 2880
20 1253 1941
20 1301 2255
20 1302 2999
20 1322 1781
20 1345 42
20 1346 19
20 1377 640
20 1383 1705
20 1384 2459
20 1473 643
20 1550 2395
20 1575 796
20 1586 1554
20 1633 2590
20 1635 417
20 1643 1913
20 1701 1949
20 1765 2271
20 1768 2215
20 1777 1131
20 1783 1156
20 1797 913
20 1841 2285
20 1902 42
20 2026 2516
20 2143 3224
20 2258 691
20 2297 2146
20 2344 850
20 2366 3311
20 2439 1769
20 2527 1170
20 2549 1006
20 2615 1017
20 2653 1442
20 2686 165
20 2827 3056
20 2848 2417
20 2879 498
20 2891 3262
20 2964 1261
20 2983 487
20 3048 2957
20 3065 205
20 3184 3386
20 3198 99
20 3461 733
21 5 204
21 191 1529
21 447 1947
21 448 2510
21 464 1337
21 509 2344
21 549 977
21 553 3259
21 562 2112
21 569 1130
21 696 2673
21 697 2148
21 796 3469
21 798 2599
21 878 2377
21 964 1051
21 976 2249
21 1010 1216
21 1029 2741
21 1142 3304
21 1146 3348
21 1361 1559
21 1746 370
21 1774 3260
21 1785 1565
21 1871 449
21 1905 40
21 1917 126
21 2161 1394
21 2185 468
21 2298 1516
21 2321 781
21 2322 258
21 2352 161
21 2436 98
21 2549 2644
21 2581 1934
21 2603 535
21 2749 1972
21 2795 138
21 2888 2290
21 2889 1157
21 2937 620
21 2938 2407
21 2961 1259
21 2986 1061
21 3090 1661
21 3106 1523
21 3225 3219
21 3318 2993
21 3321 718
21 3386 2356
22 27 2542
22 81 106
22 82 3051
22 104 3157
22 140 138
22 284 2123
22 390 1251
22 398 3027
22 424 2902
22 509 2682
22 552 1145
22 588 2197
22 635 1284
22 650 26
22 661 871
22 728 3125
22 729 3145
22 758 369
22 811 2801
22 937 2391
22 949 3175
22 1155 2628
22 1175 2851
22 1180 1254
22 1207 3483
22 1232 588
22 1274 2207
22 1361 1776
22 1368 109
22 1383 1484
22 1431 1442
22 1490 2059
22 1514 2336
22 1535 359
22 1557 1404
22 1699 1670
22 1752 890
22 1830 3394
22 1912 593
22 1929 3295
22 1930 1417
22 1969 117
22 2163 3449
22 2233 3286
22 2277 1167
22 2304 3009
22 2307 2771
22 2401 2961
22 2564 1196
22 2565 1607
22 2605 3405
22 2727 2335
22 2760 1254
22 2843 898
22 2898 2096
22 2902 226
22 2911 1587
22 2959 2031
22 2978 2785
22 2991 1432
22 3004 825
22 3061 2370
22 3110 2621
22 3125 199
22 3153 2323
22 3232 3005
22 3279 1693
22 3359 550
22 3368 772
22 3447 1451
23 32 2232
23 63 2335
23 94 317
23 181 2040
23 204 2787
23 224 1024
23 317 2869
23 318 3100
23 381 1629
23 413 3411
23 495 781
23 550 558
23 598 1590
23 624 2157
23 665 1082
23 684 477
23 766 1211
23 772 1224
23 825 861
23 900 153
23 905 274
23 915 1971
23 1002 3198
23 1042 3016
23 1200 843
23 1216 2020
23 1263 1310
23 1267 1297
23 1383 2004
23 1486 2809
23 1507 2476
23 1510 994
23 1521 1077
23 1605 3206
23 1609 2263
23 1610 2182
23 1611 2273
23 1620 2440
23 1626 2973
23 1698 658
23 1700 1424
23 1709 441
23 1724 2525
23 1749 2923
23 1818 920
23 1920 2219
23 2012 1254
23 2032 1277
23 2075 1794
23 2107 2666
23 2136 2134
23 2152 1342
23 2154 1890
23 2237 3286
23 2240 1362
23 2476 746
23 2494 2793
23 2577 3021
23 2646 1315
23 2714 196
23 2718 723
23 2731 2583
23 2764 1033
23 2815 1490
23 2906 45
23 2928 2440
23 2938 2644
23 2948 2479
23 2963 161
23 2964 3124
23 3023 1784
23 3024 2583
23 3032 472
23 3066 1230
23 3109 2267
23 3130 2667
23 3213 3381
23 3373 3268
24 29 3284
24 44 3283
24 48 1470
24 70 1496
24 79 3476
24 215 1576
24 232 2621
24 237 1254
24 424 209
24 429 1242
24 433 237
24 446 2657
24 485 2757
24 534 1340
24 652 592
24 699 3170
24 983 897
24 984 463
24 1029 1362
24 1086 3288
24 1182 1873
24 1197 1037
24 1271 523
24 1290 1093
24 1325 2849
24 1474 1382
24 1517 587
24 1686 2228
24 1702 741
24 1754 2041
24 1810 1323
24 1842 2163
24 2022 613
24 2054 806
24 2075 316
24 2128 1654
24 2167 2637
24 2178 2234
24 2201 1933
24 2234 2427
24 2243 436
24 2250 642
24 2288 684
24 2290 2927
24 2370 2645
24 2516 854
24 2555 2527
24 2556 3303
24 2613 635
24 2694 2646
24 2733 1700
24 2817 1807
24 2981 838
24 2992 3434
24 2999 3481
24 3039 1529
24 3072 419
24 3093 2405
24 3121 3250
24 3129 1536
24 3179 588
24 3231 1027
24 3267 1792
25 72 1885
25 75 2671
25 130 2027
25 132 907
25 217 2124
25 265 3144
25 287 854
25 351 564
25 369 1387
25 503 1568
25 525 152
25 552 1382
25 658 2162
25 802 371
25 825 1578
25 828 1717
25 865 2192
25 870 1649
25 932 1457
25 961 317
25 1026 277
25 1050 82
25 1060 2292
25 1110 2832
25 1148 657
25 1259 1743
25 1311 379
25 1337 2004
25 1346 220
25 1359 2127
25 1374 3052
25 1393 1128
25 1402 1963
25 1404 30
25 1454 1088
25 1517 1670
25 1590 1840
25 1611 1545
25 1665 2039
25 1713 3265
25 1939 2709
25 1965 1884
25 2030 634
25 2053 1617
25 2065 105
25 2073 985
25 2115 3220
25 2237 1246
25 2241 1479
25 2324 767
25 2378 2807
25 2464 900
25 2502 573
25 2508 2013
25 2541 1702
25 2718 885
25 2772 1509
25 2798 727
25 2943 3096
25 2952 823
25 2974 1933
25 3284 3022
25 3348 1082
25 3436 310
25 3482 2751
25 3489 1193
26 4 471
26 184 3403
26 217 308
26 228 2679
26 231 1014
26 236 1812
26 277 53
26 285 1584
26 337 1866
26 385 2570
26 390 2641
26 464 1328
26 475 3441
26 485 1506
26 514 180
26 532 1750
26 552 2990
26 570 601
26 603 2191
26 645 2373
26 806 1075
26 815 2816
26 879 1469
26 898 2413
26 915 2090
26 1029 1311
26 1162 1020
26 1188 2079
26 1190 2737
26 1215 818
26 1240 891
26 1339 601
26 1423 1531
26 1451 2461
26 1470 58
26 1534 2577
26 1587 2879
26 1660 563
26 1667 917
26 1674 220
26 1700 2584
26 1701 1702
26 1873 1712
26 1912 227
26 1931 3444
26 1961 390
26 2109 2510
26 2173 1901
26 2178 388
26 2423 413
26 2453 2973
26 2481 1756
26 2720 3305
26 2731 1950
26 2737 2407
26 2750 2534
26 2754 549
26 2825 2494
26 2877 2807
26 2898 2063
26 2949 1097
26 3153 1040
26 3183 1289
26 3215 190
26 3258 1187
26 3327 542
26 3379 2462
26 3412 1203
26 3436 2381
26 3475 279
27 18 667
27 19 2551
27 76 2106
27 85 1492
27 89 1856
27 102 2712
27 293 2287
27 313 2920
27 525 3203
27 721 77
27 744 290
27 762 2378
27 767 703
27 814 3445
27 841 565
27 892 1445
27 910 950
27 929 1538
27 977 577
27 1093 2907
27 1121 652
27 1187 2545
27 1328 1322
27 1431 2244
27 1493 367
27 1513 906
27 1568 1180
27 1590 688
27 1596 1028
27 1645 1433
27 1661 609
27 1679 1746
27 1698 690
27 1755 2061
27 1784 3406
27 1837 1917
27 1872 2064
27 1882 1484
27 1955 180
27 1981 1743
27 2000 1990
27 2057 1686
27 2125 3006
27 2135 2037
27 2179 2838
27 2206 1229
27 2292 3297
27 2307 3174
27 2426 1396
27 2444 1482
27 2549 1864
27 2565 1768
27 2574 1079
27 2610 2988
27 2686 2999
27 2741 2690
27 2850 196
27 2872 2017
27 2900 1771
27 2922 630
27 2961 1825
27 2976 855
27 2994 1191
27 3022 2378
27 3059 2695
27 3106 2738
27 3156 2630
27 3201 95
27 3209 3267
27 3235 503
27 3337 422
27 3338 305
27 3367 2010
27 3371 777
27 3384 2246
27 3390 1291
27 3393 744
27 3447 1988
27 3455 1
28 52 418
28 83 150
28 94 1192
28 95 107
28 141 1276
28 150 1346
28 210 2154
28 243 1775
28 264 2021
28 390 1515
28 421 759
28 452 3094
28 556 709
28 685 987
28 713 70
28 764 2418
28 789 1295
28 934 372
28 1005 2192
28 1026 1964
28 1078 1504
28 1117 346
28 1126 2135
28 1131 3125
28 1155 3444
28 1172 2950
28 1206 199
28 1242 390
28 1268 2215
28 1274 1526
28 1309 1582
28 1374 2343
28 1377 37
28 1390 1819
28 1410 2319
28 1447 1851
28 1618 57
28 1638 2327
28 1660 2173
28 1703 2121
28 1705 2395
28 1776 125
